"","owner","amount_token"
"30","0x33b85a77025cd4ba00b4b8ad937f4c222496671b",1893.73665652418
"31","0x33c0389405e00c821a917235ff21a0d782b6f93d",1245.71125
"32","0x36d00dd95955298e930feacb105dab57990b8b86",5551.51869999998
"33","0x3aeedcd329e91e352d6c3d42c2b90d4e33a9e7d5",2852.5
"34","0x3e5a25490c18bc3ecb45097fba663c0dd9d5a9fc",5302.5
"35","0x466f92bb211d12794b5b0c78438864079e2cbfd5",86767.1875
"36","0x47bbe214a4bc6bb2b2896eb280422af0c4198313",5804.69125000002
"37","0x48c51e68bd96d8356c4819e51f6714d33d4ac576",6747.04375
"38","0x49d443d89da0712b1d608eeaedef2650ab8b2206",25800
"39","0x53d4298e9fd219759b8fbbc9ed04b99a8eca4889",20905
"40","0x5496c8a338419aff9a68a86d9a3585c62b9c9e1c",10233.92625
"41","0x562cd9d3e460bf542fca162b4720e340a72c4618",12064.7740925341
"42","0x5da53876a2b37b49ee42c34522c9fced42047658",24671.2575
"43","0x5eb1b8fcd1710b77f17df2a46dff9bf983a7b43c",4051
"44","0x5f90ebc41c07089502a32d683480ea3fe2410d34",32841.355
"45","0x629cbcaaae418da37f4ed34f13637f809f75278b",1742.14019598125
"46","0x62ea30cfe51b1d1e7f0a8d3244af46b3a91332f1",1403.75
"47","0x67fa73cb67a4d961c0d14faf45483899192d8ac3",35858.3971249999
"48","0x6cd5a004948c2f6298da3d733e8e4a4ad88fe9d6",1226.455
"49","0x6d466e9b82deb578a96159a9aa3e03425dfb725f",7264.97500000001
"50","0x6dbe1cebf019ac24a1966762097f873d0df25738",36380.16168125
"51","0x6e1c5acbabaf0b3c73d4412c17c40d2f1d2e183b",2682.5
"52","0x7130f38655c04edb772a663b026caa5eaab42598",5126.25
"53","0x71e487b7a21fb9a34f7d983f71301c7f68322cb1",1381.02
"54","0x75203bc03125befff8aed3b9fd687d8818a8b2e1",6562.7875
"55","0x77634ebd77c039fcb17f6320006d6a2729c4fb78",4852.962225
"56","0x78dda0b5bc5e270769bd43a3aa57f90276728edb",4886.0331875
"57","0x7a75f008c92d94761ff156ef54d99133f3054be4",42857.1475000001
"58","0x7a892e2877fec2fc996560d496fee79707a685af",3317.11125
"59","0x7b2c08606c9bbcbc2d5acee70deca0058051e9e1",7966.90875
"60","0x7c38d5055949c46e9a411c49e9142a1337462d69",1161.76664
"61","0x7dd400917b8e737518af9a14eb1a415b1d2b98c4",1691.69000000001
"62","0x7e4539fee52bf80790e503b4f8e1fa2802713480",5709.6925
"63","0x897c3f4be2a39b63267cfa23a1158fb5331cdd12",12313.0175
"64","0x8a1ea5e919806924042b7e3140faf87ef2024853",1547.96
"65","0x8a66dd55a077c3590387a1e226adc452564cba21",7853.7252168538
"66","0x8b312e24718acf73e7036cfedd20c54d61675f11",41962.5
"67","0x8bb820c251ac194ca770f9f0cdc12b76354e3de6",11736.2875
"68","0x8e50e4f1607b2f2964123757287442ef179470f9",3346.35468750001
"69","0x948104e6c65cbdcf599ffc6cd49181bafd8a446e",32166.98875
"70","0x95ef80e697618ca49e0b9967103b5f3efdb0144a",2274.885
"71","0x96cc80292fa3a7045611eb84ae09df8bd15936d2",17897.471952235
"72","0x98d142a1039ff6384bbc07c6231708e14b24a96d",31113.2054999999
"73","0x9992fc085d5b5fe8c62438d81ffa7903ed8343ad",208747.83875
"74","0x9b4a72c67215bdaeb6e14f101871824131787d20",11866.25
"75","0xa13a8b8039b6e8e26b1763b0e7e9ec992a73b996",5540.47125
"76","0xa27a729443ad105cabbc5d2d7f877a5340aa3e69",5901.43374999999
"77","0xa2d30f8da3da69ab08d8ac7553c6575701747aa8",2308.25000000001
"78","0xa36dd9897d3464961d1a7ec39b9fe91b6ade3204",5614.35106145249
"79","0xa8a15e8d8061285758cbed91bb22cea46edf87d0",56790.793875
"80","0xa8ac9c0403d8a31cfc1bf43e09231c0ffaf52dd7",2885.0025
"81","0xa97e5e5016a491a2814cfd179cb3bf0a0665b953",14364.99125
"82","0xa9da3474eafab14ac6c9f6111acb2d2e5e071370",5931.515
"83","0xaa90f1a29a8b15a89d9d58b5d4bb50a54a24be5e",2331
"84","0xab0211d3c1ee22c9e0c727964318b366517b4658",2365.05884453781
"85","0xab5f6b2b24b5e7b8ee5218d534f0ff8cffd88d5c",8791.125
"86","0xad462c96dbbf2385977d500668dee6d5bfd5077f",4225
"87","0xb8167d9a4e7a4eaf4fdcdfa60f3d78f15afcc98a",3975.0709409375
"88","0xba4cc2ab882746bf058e148e53e860d7e0756220",1291.517604355
"89","0xbb8421f2e9dc8b503711f70e051e19ea4b30f5cb",1757.25
"90","0xbf8681e938b57ff8588af53ab5488152dfb343da",1860.603375
"91","0xbfdc403a22a073b36489aa0255784442ee8ba450",3114.08274999998
"92","0xc1a95655ad8d40e8cdf4f9f29c3a6946932f4294",3643.25862122904
"93","0xc4708a97009d5eabd3b06570c0de11061214c80f",102513.845
"94","0xc4cf3cd0f841c6f5affa1b642166d157abd3d5d6",20565
"95","0xc63608662388396d230d191ca5289b945dbbff17",1066.2225
"96","0xc6b3e413b3f7d2cb67191f806f8dfdb4a9d60ac7",38553.0671754772
"97","0xc7e86ff1d8403e5fe1a9b2644f8935d6a328fa16",4016.59124999999
"98","0xc92eb3f64444377b3d2d103b78d22e28e6b8d88a",6652.75
"99","0xd23a9b7eaf27b521880337b19edcf13cb6b26dff",10133.7673611111
"100","0xd3cd1bce062483536b97c47221c165a9fe3b4716",5678.49875
"101","0xd4f5685c1a4167420e78f9a406b5e21b5f6a9481",99027.98375
"102","0xd5ba5cbd603df4d7006aadeb5c3828fe0f21e8fb",2157.78875
"103","0xd6ebf9d4972c453b8ff653dcd1b138392ecd1a9c",11120.1414375
"104","0xd8de315eb7a00f4155d1ea9eb4eb6888ae715631",101906.594875
"105","0xd8e3b302b03d739bb94291aca58f006a072425a7",16016.07
"106","0xda13157f47929bced94ce06ef8cbef70328981fc",19704.7951388889
"107","0xdade1fab569f2f670b5eb4821d92207e16a70d1b",1618.52625
"108","0xde10c4a242af497479816b2144c1d78838c7c796",7376.13250000001
"109","0xe01e6c27218765b9e0ef42546a2c0237bb4c54e2",24586.94
"110","0xe442145711bf3c56452f0dcc730f3ad65ce230cc",17257.625
"111","0xe4de83fdbc4b9352deeab80a1b03a2da99e5a4a4",3007.418625
"112","0xe7e2d3a9b6bf82efa164441f31dd017b24a21ec0",12421.1125
"113","0xe9cbe0f9cbee09873b4dcf968a82e3ae6b9e7065",58178.2234758453
"114","0xecdcbc4a9107f250ab91519f05d6b9c5e43429f7",4062.5325
"115","0xede25f41e2c28708be61b583cc9cb6771e113fbe",120247.8125
"116","0xf03e063f62fd228cd25c026cfff7f032d7b75aab",10522.915
"117","0xf7c25631a136a3eea815ee49df01385fe0618b89",1833.23925
"118","0xf8fb1b69aabd14fc11b96f4dc60bf51a35ba0897",24735.91375
"119","0xfad4a2d4c72733e82124139e41161152771a4d9d",5338.43125
"120","0xfc0feae0323c77dfe9861f45436a986f8999ebfb",10591.78375
"121","0xfe5563cd4a9528a472584ef49ed66faf4d484856",5190.43115546218
"122","0xfec33dff5871971eaa32ca34fc3229f8f12c8b13",2943.36141042136
