"","owner","amount_token"
"67","0xaa90f1a29a8b15a89d9d58b5d4bb50a54a24be5e",2299.5
"68","0xab0211d3c1ee22c9e0c727964318b366517b4658",1189.375
"69","0xab5f6b2b24b5e7b8ee5218d534f0ff8cffd88d5c",6540.75
"70","0xb2c9aa0dab5797ec17eb99c7006b8db224e916ba",15122.35875
"71","0xb8167d9a4e7a4eaf4fdcdfa60f3d78f15afcc98a",2675.38940934375
"72","0xbb8421f2e9dc8b503711f70e051e19ea4b30f5cb",2490.125
"73","0xbfdc403a22a073b36489aa0255784442ee8ba450",13077.69775
"74","0xc1a95655ad8d40e8cdf4f9f29c3a6946932f4294",2762.17125
"75","0xc4708a97009d5eabd3b06570c0de11061214c80f",66312.5
"76","0xc4cf3cd0f841c6f5affa1b642166d157abd3d5d6",15270
"77","0xc6b3e413b3f7d2cb67191f806f8dfdb4a9d60ac7",4899.2030135
"78","0xc7e86ff1d8403e5fe1a9b2644f8935d6a328fa16",1763.61625
"79","0xc92eb3f64444377b3d2d103b78d22e28e6b8d88a",3978.75
"80","0xd23a9b7eaf27b521880337b19edcf13cb6b26dff",6631.25
"81","0xd3cd1bce062483536b97c47221c165a9fe3b4716",4071.8525
"82","0xd4f5685c1a4167420e78f9a406b5e21b5f6a9481",38689.69125
"83","0xd5ba5cbd603df4d7006aadeb5c3828fe0f21e8fb",1293.82375
"84","0xd6ebf9d4972c453b8ff653dcd1b138392ecd1a9c",5348.29
"85","0xd8de315eb7a00f4155d1ea9eb4eb6888ae715631",57538.254875
"86","0xd8e3b302b03d739bb94291aca58f006a072425a7",10376.74
"87","0xda13157f47929bced94ce06ef8cbef70328981fc",9408.875
"88","0xdade1fab569f2f670b5eb4821d92207e16a70d1b",1138.005
"89","0xdb524edbd32517881cdda248fedbf9aee526b38b",5787.41845
"90","0xde10c4a242af497479816b2144c1d78838c7c796",3036.1325
"91","0xe01e6c27218765b9e0ef42546a2c0237bb4c54e2",7568.245625
"92","0xe442145711bf3c56452f0dcc730f3ad65ce230cc",12604.6225
"93","0xe7e2d3a9b6bf82efa164441f31dd017b24a21ec0",2229.2
"94","0xe8ed1ea26d12b77bc34b4cd4654bf52be598fa9a",1112.35625
"95","0xe9cbe0f9cbee09873b4dcf968a82e3ae6b9e7065",42102.37625
"96","0xecdcbc4a9107f250ab91519f05d6b9c5e43429f7",2813.935
"97","0xedd585b2ea9406eb769b09af53333a82f53af035",98678.1500000001
"98","0xede25f41e2c28708be61b583cc9cb6771e113fbe",13177.4375
"99","0xefceb3fd8c93473ab6444514274f996d8393023c",1559.06989317869
"100","0xf03e063f62fd228cd25c026cfff7f032d7b75aab",4423.74
"101","0xf527b4b3ff05b177d658c5de4082574edebc6ae3",1076.98125
"102","0xf8fb1b69aabd14fc11b96f4dc60bf51a35ba0897",11119.0075
"103","0xfc0feae0323c77dfe9861f45436a986f8999ebfb",3848.90625
"104","0xfe5563cd4a9528a472584ef49ed66faf4d484856",2190.205
"105","0xfec33dff5871971eaa32ca34fc3229f8f12c8b13",3595.8125
