"","address","5","6","7","8","9","10"
"67","0x36d00dd95955298e930feacb105dab57990b8b86",0,0,0,0,0,0
"68","0x466f92bb211d12794b5b0c78438864079e2cbfd5",42.5833333333333,59.6166666666666,59.6166666666666,17.0333333333333,0,0
"69","0x6d466e9b82deb578a96159a9aa3e03425dfb725f",0,0,0,0,0,0
"70","0x6dbe1cebf019ac24a1966762097f873d0df25738",0,0,0,0,0,0
"71","0x7130f38655c04edb772a663b026caa5eaab42598",0,0,0,0,0,0
"72","0x7a892e2877fec2fc996560d496fee79707a685af",0,8.51666666666667,8.51666666666667,8.51666666666667,0,0
"73","0x8b312e24718acf73e7036cfedd20c54d61675f11",0,0,0,0,0,0
"74","0x948104e6c65cbdcf599ffc6cd49181bafd8a446e",0,8.51666666666667,8.51666666666667,8.51666666666667,0,0
"75","0x9992fc085d5b5fe8c62438d81ffa7903ed8343ad",119.233333333333,170.333333333333,170.333333333333,51.1,0,0
"76","0xab0211d3c1ee22c9e0c727964318b366517b4658",0,0,0,0,0,0
"77","0xc4708a97009d5eabd3b06570c0de11061214c80f",42.5833333333333,76.65,76.65,34.0666666666667,0,0
"78","0xc4cf3cd0f841c6f5affa1b642166d157abd3d5d6",0,0,0,0,0,0
"79","0xc6b3e413b3f7d2cb67191f806f8dfdb4a9d60ac7",0,17.0333333333333,17.0333333333333,17.0333333333333,0,0
"80","0xe442145711bf3c56452f0dcc730f3ad65ce230cc",0,0,0,0,0,0
"81","0xe4de83fdbc4b9352deeab80a1b03a2da99e5a4a4",0,0,0,0,0,0
"82","0xe7e2d3a9b6bf82efa164441f31dd017b24a21ec0",0,0,0,0,0,0
"83","0xe9cbe0f9cbee09873b4dcf968a82e3ae6b9e7065",8.51666666666667,17.0333333333333,17.0333333333333,8.51666666666667,0,0
"84","0x0f4455e082b96fde25ceafc06d5a08d85b14a43a",0,0,0,0,0,0
"85","0x3c2638dd1f80de379287dc171c27f2b5e56fc533",0,0,0,0,0,0
"86","0x8a1ea5e919806924042b7e3140faf87ef2024853",0,0,0,0,0,0
"87","0x8f2ed6e59a27a96277b233eea9a0f0f460ccae31",17.0333333333333,17.0333333333333,17.0333333333333,0,0,0
"88","0xdb524edbd32517881cdda248fedbf9aee526b38b",0,0,0,0,0,0
"89","0xf03e063f62fd228cd25c026cfff7f032d7b75aab",0,0,0,0,0,0
"90","0xfe5563cd4a9528a472584ef49ed66faf4d484856",0,0,0,0,0,0
