"","address","5","6","7","8","9","10"
"1","0x00347a5a6129c110cd302ff018fd81804e010705",0,0,0,0,0,0
"2","0x08c340f86f96b63e5c8d8b28a9e1eee750d3cf7b",0,0,0,4.18333333333333,4.18333333333333,4.18333333333333
"3","0x0d413542e648034f704394646f5ffb12022fc8d5",8.51666666666667,8.51666666666667,8.51666666666667,0,0,0
"4","0x0fb437eb9617e62d56ef95181f0c9ba8ea782abd",8.51666666666667,25.55,25.55,17.0333333333333,0,0
"5","0x109eaa8e64f3d20f9294b8a563148cf1e3e1b7b5",17.0333333333333,25.55,50.65,50.35,41.8333333333333,16.7333333333333
"6","0x1242d7e7c5d3c453fb601a2cc9db06aac832b1ab",0,0,0,0,0,0
"7","0x1261632966f8eb36d7fbb336d3e324ddb3d99b9e",0,0,0,0,0,0
"8","0x13aff8dbeb98a8a90145668883b044c5edcd4d22",8.51666666666667,8.51666666666667,8.51666666666667,0,0,0
"9","0x15870af7a292ad698827182fdd11b083298a9990",0,0,0,0,0,0
"10","0x167d8b13698ffd8d6273532cdcbd0747e9f4cbb2",0,8.51666666666667,16.8833333333333,25.25,16.7333333333333,8.36666666666667
"11","0x1ac8a6d59db3938ddbee19f4ec3ea8a0a771bf6e",17.0333333333333,17.0333333333333,25.4,8.36666666666667,8.36666666666667,0
"12","0x1c496ed78215eac4978f02cca335ff3a358e1f35",0,8.51666666666667,8.51666666666667,8.51666666666667,0,0
"13","0x1f0047ad5e5ba9963f9430b2306b6856aa5b9b15",0,0,0,0,0,0
"14","0x200f28a82317d84cd2932e4b6e7a9aa0376053d6",0,0,0,0,0,0
"15","0x2dd4c1a081f3ce58217bf12edd297361b17b9c97",0,0,4.18333333333333,4.18333333333333,4.18333333333333,0
"16","0x3e5a25490c18bc3ecb45097fba663c0dd9d5a9fc",0,8.51666666666667,8.51666666666667,8.51666666666667,0,0
"17","0x510060b860fac522c2cf4845cfbbadb6888a54b4",0,0,0,0,0,0
"18","0x53d4298e9fd219759b8fbbc9ed04b99a8eca4889",0,8.51666666666667,8.51666666666667,16.8833333333333,8.36666666666667,8.36666666666667
"19","0x5f90ebc41c07089502a32d683480ea3fe2410d34",0,0,0,4.18333333333333,4.18333333333333,4.18333333333333
"20","0x67fa73cb67a4d961c0d14faf45483899192d8ac3",0,0,16.7333333333333,33.4666666666666,33.4666666666666,16.7333333333333
"21","0x6e1c5acbabaf0b3c73d4412c17c40d2f1d2e183b",0,0,0,0,0,0
"22","0x75203bc03125befff8aed3b9fd687d8818a8b2e1",0,0,0,4.18333333333333,4.18333333333333,4.18333333333333
"23","0x77634ebd77c039fcb17f6320006d6a2729c4fb78",0,0,0,0,0,0
"24","0x7a75f008c92d94761ff156ef54d99133f3054be4",17.0333333333333,34.0666666666666,50.7999999999999,58.8666666666666,41.8333333333333,25.1
"25","0x897c3f4be2a39b63267cfa23a1158fb5331cdd12",0,0,0,0,0,0
"26","0x8bb820c251ac194ca770f9f0cdc12b76354e3de6",0,0,0,0,0,0
"27","0x98d142a1039ff6384bbc07c6231708e14b24a96d",0,0,8.36666666666667,20.9166666666667,20.9166666666667,12.55
"28","0xa13a8b8039b6e8e26b1763b0e7e9ec992a73b996",0,0,0,0,0,0
"29","0xa36dd9897d3464961d1a7ec39b9fe91b6ade3204",0,0,0,0,0,0
"30","0xa8a15e8d8061285758cbed91bb22cea46edf87d0",0,25.55,59.0166666666667,84.1166666666667,58.5666666666667,25.1
"31","0xab5f6b2b24b5e7b8ee5218d534f0ff8cffd88d5c",0,0,0,4.18333333333333,4.18333333333333,4.18333333333333
"32","0xb52937c750792574d4ca6d8bc7f5951bd6800541",0,0,0,4.18333333333333,4.18333333333333,4.18333333333333
"33","0xb8167d9a4e7a4eaf4fdcdfa60f3d78f15afcc98a",0,0,0,0,0,0
"34","0xba4cc2ab882746bf058e148e53e860d7e0756220",0,0,0,0,0,0
"35","0xc1a95655ad8d40e8cdf4f9f29c3a6946932f4294",0,0,0,0,0,0
"36","0xc7e86ff1d8403e5fe1a9b2644f8935d6a328fa16",0,0,0,4.18333333333333,4.18333333333333,4.18333333333333
"37","0xd4f5685c1a4167420e78f9a406b5e21b5f6a9481",34.0666666666667,93.6833333333334,122.966666666667,109.816666666667,50.2,20.9166666666667
"38","0xd6ebf9d4972c453b8ff653dcd1b138392ecd1a9c",0,0,0,4.18333333333333,4.18333333333333,4.18333333333333
"39","0xd8de315eb7a00f4155d1ea9eb4eb6888ae715631",59.6166666666667,93.6833333333334,102.05,50.8,16.7333333333333,8.36666666666667
"40","0xd8e3b302b03d739bb94291aca58f006a072425a7",0,0,0,0,0,0
"41","0xda13157f47929bced94ce06ef8cbef70328981fc",0,8.51666666666667,12.7,12.7,4.18333333333333,0
"42","0xe01e6c27218765b9e0ef42546a2c0237bb4c54e2",0,8.51666666666667,8.51666666666667,8.51666666666667,0,0
"43","0xe4f01a14c9496513ebc434d231ccfdf696e219eb",0,0,16.7333333333333,25.1,25.1,8.36666666666667
"44","0xede25f41e2c28708be61b583cc9cb6771e113fbe",25.55,59.6166666666667,88.9,105.183333333333,71.1166666666666,41.8333333333333
"45","0xf8fb1b69aabd14fc11b96f4dc60bf51a35ba0897",0,8.51666666666667,8.51666666666667,12.7,4.18333333333333,4.18333333333333
"46","0xfad4a2d4c72733e82124139e41161152771a4d9d",0,0,4.18333333333333,4.18333333333333,4.18333333333333,0
"47","0x15943e1951e0e3803cb62121315507fb5b054787",0,0,4.18333333333333,4.18333333333333,4.18333333333333,0
"48","0x189dd12ea4ea3d3e562882add73c6f0a23439999",0,0,0,0,0,0
"49","0x49d443d89da0712b1d608eeaedef2650ab8b2206",0,0,0,0,0,0
"50","0x562cd9d3e460bf542fca162b4720e340a72c4618",0,0,0,0,0,0
"51","0x5da53876a2b37b49ee42c34522c9fced42047658",8.51666666666667,8.51666666666667,16.8833333333333,8.36666666666667,8.36666666666667,0
"52","0x8e50e4f1607b2f2964123757287442ef179470f9",0,0,0,0,0,0
"53","0x96cc80292fa3a7045611eb84ae09df8bd15936d2",0,0,4.18333333333333,4.18333333333333,4.18333333333333,0
"54","0x9d92ae4ca36954cd57d25a291e2b324cd11c17ba",0,0,0,0,0,0
"55","0xa27a729443ad105cabbc5d2d7f877a5340aa3e69",0,0,4.18333333333333,4.18333333333333,4.18333333333333,0
"56","0xa2d30f8da3da69ab08d8ac7553c6575701747aa8",0,0,0,0,0,0
"57","0xa97e5e5016a491a2814cfd179cb3bf0a0665b953",0,17.0333333333333,17.0333333333333,17.0333333333333,0,0
"58","0xd23a9b7eaf27b521880337b19edcf13cb6b26dff",8.51666666666667,8.51666666666667,8.51666666666667,0,0,0
"59","0xd3cd1bce062483536b97c47221c165a9fe3b4716",0,0,4.18333333333333,4.18333333333333,4.18333333333333,0
"60","0xdd68b263f844d6f5151f0071abbaddff8e19cb21",0,0,0,0,0,0
"61","0xde10c4a242af497479816b2144c1d78838c7c796",0,0,8.36666666666667,8.36666666666667,8.36666666666667,0
"62","0xfc0feae0323c77dfe9861f45436a986f8999ebfb",8.51666666666667,8.51666666666667,12.7,4.18333333333333,4.18333333333333,0
"63","0x0725a084d97328dbba684d0f995162f6ee30006d",0,8.51666666666667,8.51666666666667,8.51666666666667,0,0
"64","0x0f7f692bceb3255e344647aa0088abf08fd5f311",0,0,0,0,0,0
"65","0x183aec83633dacd2501516a49f436283ee5ad100",0,17.0333333333333,17.0333333333333,17.0333333333333,0,0
"66","0x1daf42373baf8c483aa8565a8584bc39ff4b58e2",8.51666666666667,8.51666666666667,8.51666666666667,0,0,0
