"","owner","amount_token"
"1","0xede25f41e2c28708be61b583cc9cb6771e113fbe",143382.8125
"2","0xa8a15e8d8061285758cbed91bb22cea46edf87d0",98576.3345
"3","0xd4f5685c1a4167420e78f9a406b5e21b5f6a9481",125843.223333333
"4","0xe4f01a14c9496513ebc434d231ccfdf696e219eb",53294.39
"5","0xd8de315eb7a00f4155d1ea9eb4eb6888ae715631",112090.578208333
"6","0x109eaa8e64f3d20f9294b8a563148cf1e3e1b7b5",68015.3841666666
"7","0x08c340f86f96b63e5c8d8b28a9e1eee750d3cf7b",39811.0706243764
"8","0x1ac8a6d59db3938ddbee19f4ec3ea8a0a771bf6e",44996.1071666666
"9","0x7a75f008c92d94761ff156ef54d99133f3054be4",49910.1929166667
"10","0x67fa73cb67a4d961c0d14faf45483899192d8ac3",40176.7215
"11","0xf8fb1b69aabd14fc11b96f4dc60bf51a35ba0897",35559.46875
"12","0x98d142a1039ff6384bbc07c6231708e14b24a96d",35756.86625
"13","0x5da53876a2b37b49ee42c34522c9fced42047658",22424.2020833333
"14","0xe01e6c27218765b9e0ef42546a2c0237bb4c54e2",30833.1668750001
"15","0x1c496ed78215eac4978f02cca335ff3a358e1f35",34125.0149999999
"16","0x5f90ebc41c07089502a32d683480ea3fe2410d34",36052.49875
"17","0x53d4298e9fd219759b8fbbc9ed04b99a8eca4889",28048.2229068746
"18","0x96cc80292fa3a7045611eb84ae09df8bd15936d2",20591.1133641337
"19","0x0fb437eb9617e62d56ef95181f0c9ba8ea782abd",28867.2770833333
"20","0x0b5f261b9060259c16fa80cde329644f5e215c21",14651.47375
"21","0x562cd9d3e460bf542fca162b4720e340a72c4618",15179.5750083874
"22","0x2dd4c1a081f3ce58217bf12edd297361b17b9c97",21147.4
"23","0x167d8b13698ffd8d6273532cdcbd0747e9f4cbb2",19221.4836710565
"24","0x0d413542e648034f704394646f5ffb12022fc8d5",19972.4383333333
"25","0x49d443d89da0712b1d608eeaedef2650ab8b2206",14587.5
"26","0xda13157f47929bced94ce06ef8cbef70328981fc",20291.5416666667
"27","0x07739dfc55e8643960c7cf987d9258c087cab976",16910.6210052979
"28","0x897c3f4be2a39b63267cfa23a1158fb5331cdd12",14236.9775
"29","0xb52937c750792574d4ca6d8bc7f5951bd6800541",9947.27871975
"30","0x75203bc03125befff8aed3b9fd687d8818a8b2e1",10161.53125
"31","0xd6ebf9d4972c453b8ff653dcd1b138392ecd1a9c",12579.396275
"32","0x15943e1951e0e3803cb62121315507fb5b054787",12356.73225
"33","0x8bb820c251ac194ca770f9f0cdc12b76354e3de6",13400.4
"34","0xfc0feae0323c77dfe9861f45436a986f8999ebfb",11040.2158333333
"35","0x7b2c08606c9bbcbc2d5acee70deca0058051e9e1",9495.42312499999
"36","0xde10c4a242af497479816b2144c1d78838c7c796",8416.68250000001
"37","0xfe5563cd4a9528a472584ef49ed66faf4d484856",8276.75624999999
"38","0xab5f6b2b24b5e7b8ee5218d534f0ff8cffd88d5c",9651.75
"39","0xd23a9b7eaf27b521880337b19edcf13cb6b26dff",10571.6041666667
"40","0x00347a5a6129c110cd302ff018fd81804e010705",6058.847625
"41","0xa13a8b8039b6e8e26b1763b0e7e9ec992a73b996",6328.52125
"42","0x47bbe214a4bc6bb2b2896eb280422af0c4198313",6626.01000000001
"43","0xc92eb3f64444377b3d2d103b78d22e28e6b8d88a",7344.625
"44","0xfad4a2d4c72733e82124139e41161152771a4d9d",6057.83875000001
"45","0x0b029f7b3dde3d77a079a8be8cf5beda66edd4df",5935.94000000001
"46","0x77634ebd77c039fcb17f6320006d6a2729c4fb78",5481.79222500001
"47","0xd3cd1bce062483536b97c47221c165a9fe3b4716",5137.64875000002
"48","0x1f0047ad5e5ba9963f9430b2306b6856aa5b9b15",5662.5
"49","0xfec33dff5871971eaa32ca34fc3229f8f12c8b13",4942.23257894348
"50","0x3e5a25490c18bc3ecb45097fba663c0dd9d5a9fc",8363.75
"51","0x2e3bc8f3f3777481ac646d7e25ad06abf0abf873",5205
"52","0x189dd12ea4ea3d3e562882add73c6f0a23439999",5295.03463536657
"53","0xa9da3474eafab14ac6c9f6111acb2d2e5e071370",5188.09625
"54","0xc7e86ff1d8403e5fe1a9b2644f8935d6a328fa16",4715.38499999999
"55","0x7130f38655c04edb772a663b026caa5eaab42598",5444.75
"56","0xb8167d9a4e7a4eaf4fdcdfa60f3d78f15afcc98a",4472.49757359375
"57","0xe4de83fdbc4b9352deeab80a1b03a2da99e5a4a4",3489.71425
"58","0xa27a729443ad105cabbc5d2d7f877a5340aa3e69",4241.09
"59","0x8e50e4f1607b2f2964123757287442ef179470f9",3877.73036463345
"60","0xbfdc403a22a073b36489aa0255784442ee8ba450",3480.67524999998
"61","0x629cbcaaae418da37f4ed34f13637f809f75278b",2875.130131025
"62","0x5496c8a338419aff9a68a86d9a3585c62b9c9e1c",3777.83000000001
"63","0x948104e6c65cbdcf599ffc6cd49181bafd8a446e",6338.16625000002
"64","0x1261632966f8eb36d7fbb336d3e324ddb3d99b9e",3451.49933774833
"65","0x6e1c5acbabaf0b3c73d4412c17c40d2f1d2e183b",3020
"66","0xa8ac9c0403d8a31cfc1bf43e09231c0ffaf52dd7",3222.5025
"67","0x3aeedcd329e91e352d6c3d42c2b90d4e33a9e7d5",3190
"68","0xad462c96dbbf2385977d500668dee6d5bfd5077f",2450
"69","0x60f2a7c350ffca4ef7bcec0e8c48d6ea40241e3c",2320
"70","0x200f28a82317d84cd2932e4b6e7a9aa0376053d6",2523.3875
"71","0x9c6048f47723e08f87ad9aaf9604ec17a6cea03f",2145.75725
"72","0xa36dd9897d3464961d1a7ec39b9fe91b6ade3204",3278.92437086091
"73","0xaa90f1a29a8b15a89d9d58b5d4bb50a54a24be5e",2634.75
"74","0x95ef80e697618ca49e0b9967103b5f3efdb0144a",2552.30999999999
"75","0xdd68b263f844d6f5151f0071abbaddff8e19cb21",2094.99171812548
"76","0x9d92ae4ca36954cd57d25a291e2b324cd11c17ba",1614.4225
"77","0xf7c25631a136a3eea815ee49df01385fe0618b89",2122.111125
"78","0x33b85a77025cd4ba00b4b8ad937f4c222496671b",2221.02677047251
"79","0xc1a95655ad8d40e8cdf4f9f29c3a6946932f4294",2417.77528609271
"80","0xd5ba5cbd603df4d7006aadeb5c3828fe0f21e8fb",2391.33875
"81","0x157670de008ec0d44bed498abcf80a6c94c6f4fd",2018.92375
"82","0x7c38d5055949c46e9a411c49e9142a1337462d69",1550.8851025
"83","0xa2d30f8da3da69ab08d8ac7553c6575701747aa8",2529.9875
"84","0x9bc45695066137daad4c55eb5e90df49fd8af4cf",1415.0125
"85","0xba4cc2ab882746bf058e148e53e860d7e0756220",1522.5885894675
"86","0xbb8421f2e9dc8b503711f70e051e19ea4b30f5cb",1357.5
"87","0x33c0389405e00c821a917235ff21a0d782b6f93d",1434.88
"88","0x6cd5a004948c2f6298da3d733e8e4a4ad88fe9d6",1418.66625
"89","0x0f7f692bceb3255e344647aa0088abf08fd5f311",1934.37250000001
"90","0x7dd400917b8e737518af9a14eb1a415b1d2b98c4",1860.60875000001
"91","0x62ea30cfe51b1d1e7f0a8d3244af46b3a91332f1",1573.5525
"92","0xa97e5e5016a491a2814cfd179cb3bf0a0665b953",6601.24999999999
