"","owner","amount_token"
"81","0xb646f3709b06dd294345389d8f79a9893d64a106",2101.34375
"82","0xaa90f1a29a8b15a89d9d58b5d4bb50a54a24be5e",3237
"83","0x24f3e8c9ec86851151a50efee1650b48425aa51b",2318.9675
"84","0x9d92ae4ca36954cd57d25a291e2b324cd11c17ba",2179.555
"85","0x7c38d5055949c46e9a411c49e9142a1337462d69",2092.08091125
"86","0xf7c25631a136a3eea815ee49df01385fe0618b89",2559.1001875
"87","0xd5ba5cbd603df4d7006aadeb5c3828fe0f21e8fb",2728.26250000002
"88","0xba4cc2ab882746bf058e148e53e860d7e0756220",1908.2196484725
"89","0x3f3ea826794d3e50ef27efc0bf405df6bf9a8047",1592.8
"90","0x0f7f692bceb3255e344647aa0088abf08fd5f311",2245.00000000002
"91","0xa2d30f8da3da69ab08d8ac7553c6575701747aa8",2328.01999999999
"92","0x33c0389405e00c821a917235ff21a0d782b6f93d",1740.3525
"93","0x7dd400917b8e737518af9a14eb1a415b1d2b98c4",1120.2675
"94","0x6cd5a004948c2f6298da3d733e8e4a4ad88fe9d6",1733.85750000001
