"","owner","amount_token"
"1","0xede25f41e2c28708be61b583cc9cb6771e113fbe",185386.25
"2","0xa8a15e8d8061285758cbed91bb22cea46edf87d0",147385.192416667
"3","0xd4f5685c1a4167420e78f9a406b5e21b5f6a9481",149993.262916667
"4","0xe4f01a14c9496513ebc434d231ccfdf696e219eb",87817.9176457232
"5","0xd8de315eb7a00f4155d1ea9eb4eb6888ae715631",110005.4075
"6","0x109eaa8e64f3d20f9294b8a563148cf1e3e1b7b5",88146.5666666665
"7","0x08c340f86f96b63e5c8d8b28a9e1eee750d3cf7b",63259.1340507894
"8","0xf8fb1b69aabd14fc11b96f4dc60bf51a35ba0897",57830.4075174363
"9","0xaab74d9a2fa5aa3d021b870dd6e8c1e467346ed6",31358.596912955
"10","0x1ac8a6d59db3938ddbee19f4ec3ea8a0a771bf6e",51771.0791666667
"11","0x7a75f008c92d94761ff156ef54d99133f3054be4",60048.7133333329
"12","0x67fa73cb67a4d961c0d14faf45483899192d8ac3",55229.8404917416
"13","0x98d142a1039ff6384bbc07c6231708e14b24a96d",29193.7866666667
"14","0x0fb437eb9617e62d56ef95181f0c9ba8ea782abd",40572.5
"15","0x5da53876a2b37b49ee42c34522c9fced42047658",31550.7754166667
"16","0xe01e6c27218765b9e0ef42546a2c0237bb4c54e2",36761.6887500001
"17","0x15870af7a292ad698827182fdd11b083298a9990",28150
"18","0x1c496ed78215eac4978f02cca335ff3a358e1f35",38821.3275000001
"19","0x5f90ebc41c07089502a32d683480ea3fe2410d34",39941.5366666668
"20","0xa13a8b8039b6e8e26b1763b0e7e9ec992a73b996",17180.01875
"21","0x0b5f261b9060259c16fa80cde329644f5e215c21",19703.87375
"22","0x15943e1951e0e3803cb62121315507fb5b054787",21171.0357697484
"23","0x2dd4c1a081f3ce58217bf12edd297361b17b9c97",23006.0608333334
"24","0x562cd9d3e460bf542fca162b4720e340a72c4618",18861.7796886411
"25","0xd6ebf9d4972c453b8ff653dcd1b138392ecd1a9c",19610.964613814
"26","0x96cc80292fa3a7045611eb84ae09df8bd15936d2",14087.6258606321
"27","0x167d8b13698ffd8d6273532cdcbd0747e9f4cbb2",24711.0429412198
"28","0xab5f6b2b24b5e7b8ee5218d534f0ff8cffd88d5c",18173.6666666667
"29","0x49d443d89da0712b1d608eeaedef2650ab8b2206",18837.5
"30","0xda13157f47929bced94ce06ef8cbef70328981fc",19913.9583333333
"31","0xd8e3b302b03d739bb94291aca58f006a072425a7",13550
"32","0x07739dfc55e8643960c7cf987d9258c087cab976",18750.1373728814
"33","0x897c3f4be2a39b63267cfa23a1158fb5331cdd12",17965.465
"34","0xb52937c750792574d4ca6d8bc7f5951bd6800541",15116.3961700471
"35","0x75203bc03125befff8aed3b9fd687d8818a8b2e1",2726.6860372427
"36","0x53d4298e9fd219759b8fbbc9ed04b99a8eca4889",20727.6017279821
"37","0x8bb820c251ac194ca770f9f0cdc12b76354e3de6",14522.5500000001
"38","0x5496c8a338419aff9a68a86d9a3585c62b9c9e1c",9768.19000000004
"39","0x78dda0b5bc5e270769bd43a3aa57f90276728edb",9801.23474999999
"40","0xfc0feae0323c77dfe9861f45436a986f8999ebfb",12909.8333333333
"41","0xb432de8871c179b57850ee04144a70b76b897c37",9602.92977738713
"42","0x7b2c08606c9bbcbc2d5acee70deca0058051e9e1",12486.035625
"43","0xb8167d9a4e7a4eaf4fdcdfa60f3d78f15afcc98a",10194.0069375
"44","0x64d414a275842728925f72847e09e694b590d5b1",7760.625
"45","0xde10c4a242af497479816b2144c1d78838c7c796",11166.4166666667
"46","0xfe5563cd4a9528a472584ef49ed66faf4d484856",13605.3164879796
"47","0x47bbe214a4bc6bb2b2896eb280422af0c4198313",9674.39749999998
"48","0x60f2a7c350ffca4ef7bcec0e8c48d6ea40241e3c",6800.93045637895
"49","0xd23a9b7eaf27b521880337b19edcf13cb6b26dff",9747.8125
"50","0x00347a5a6129c110cd302ff018fd81804e010705",8310.92175000002
"51","0x510060b860fac522c2cf4845cfbbadb6888a54b4",6558.8225
"52","0xfad4a2d4c72733e82124139e41161152771a4d9d",9014.77333333333
"53","0x0b029f7b3dde3d77a079a8be8cf5beda66edd4df",7987.25616876032
"54","0xc92eb3f64444377b3d2d103b78d22e28e6b8d88a",8015.12098007173
"55","0xa36dd9897d3464961d1a7ec39b9fe91b6ade3204",7462.55084745763
"56","0xd3cd1bce062483536b97c47221c165a9fe3b4716",6676.56708333336
"57","0x1242d7e7c5d3c453fb601a2cc9db06aac832b1ab",6223.63160535116
"58","0xfec33dff5871971eaa32ca34fc3229f8f12c8b13",5826.8645587802
"59","0x189dd12ea4ea3d3e562882add73c6f0a23439999",6071.93333709586
"60","0xa9da3474eafab14ac6c9f6111acb2d2e5e071370",5987.32128105294
"61","0x1f0047ad5e5ba9963f9430b2306b6856aa5b9b15",6000
"62","0x3e5a25490c18bc3ecb45097fba663c0dd9d5a9fc",6000
"63","0x2e3bc8f3f3777481ac646d7e25ad06abf0abf873",6000
"64","0x7130f38655c04edb772a663b026caa5eaab42598",5800
"65","0x969e55554f63c70f27e6591caf4aaa8c8d9b2dd7",4667.18677931489
"66","0xa8ac9c0403d8a31cfc1bf43e09231c0ffaf52dd7",4687.915
