"","address","5","6","7","8","9","10","11","12"
"60","0x1261632966f8eb36d7fbb336d3e324ddb3d99b9e",0,0,0,0,0,0,0,0
"61","0x13aff8dbeb98a8a90145668883b044c5edcd4d22",8.51666666666667,8.51666666666667,8.51666666666667,0,0,0,0,0
"62","0x200f28a82317d84cd2932e4b6e7a9aa0376053d6",0,0,0,0,0,0,0,0
"63","0x3e5a25490c18bc3ecb45097fba663c0dd9d5a9fc",0,8.51666666666667,8.51666666666667,8.51666666666667,0,0,0,0
"64","0x510060b860fac522c2cf4845cfbbadb6888a54b4",0,0,0,0,0,0,0,0
"65","0x77634ebd77c039fcb17f6320006d6a2729c4fb78",0,0,0,0,0,0,0,0
"66","0x897c3f4be2a39b63267cfa23a1158fb5331cdd12",0,0,0,0,0,0,0,0
"67","0xa36dd9897d3464961d1a7ec39b9fe91b6ade3204",0,0,0,0,0,0,0,0
"68","0xb8167d9a4e7a4eaf4fdcdfa60f3d78f15afcc98a",0,0,0,0,0,0,0,0
"69","0xba4cc2ab882746bf058e148e53e860d7e0756220",0,0,0,0,0,0,0,0
"70","0xc1a95655ad8d40e8cdf4f9f29c3a6946932f4294",0,0,0,0,0,0,0,0
"71","0xc7e86ff1d8403e5fe1a9b2644f8935d6a328fa16",0,0,0,4.18333333333333,4.18333333333333,4.18333333333333,0,0
"72","0x189dd12ea4ea3d3e562882add73c6f0a23439999",0,0,0,0,0,0,0,0
"73","0x8e50e4f1607b2f2964123757287442ef179470f9",0,0,0,0,0,0,0,0
"74","0x96cc80292fa3a7045611eb84ae09df8bd15936d2",0,0,4.18333333333333,4.18333333333333,4.18333333333333,0,0,0
"75","0x9d92ae4ca36954cd57d25a291e2b324cd11c17ba",0,0,0,0,0,0,0,0
"76","0xa27a729443ad105cabbc5d2d7f877a5340aa3e69",0,0,4.18333333333333,4.18333333333333,4.18333333333333,0,0,0
"77","0xa2d30f8da3da69ab08d8ac7553c6575701747aa8",0,0,0,0,0,0,0,0
"78","0xa97e5e5016a491a2814cfd179cb3bf0a0665b953",0,17.0333333333333,17.0333333333333,17.0333333333333,0,0,0,0
"79","0xdd68b263f844d6f5151f0071abbaddff8e19cb21",0,0,0,0,0,0,0,0
"80","0xde10c4a242af497479816b2144c1d78838c7c796",0,0,8.36666666666667,8.36666666666667,8.36666666666667,0,0,0
"81","0xfc0feae0323c77dfe9861f45436a986f8999ebfb",8.51666666666667,8.51666666666667,12.7,4.18333333333333,4.18333333333333,0,0,0
"82","0x0725a084d97328dbba684d0f995162f6ee30006d",0,8.51666666666667,8.51666666666667,8.51666666666667,0,0,0,0
"83","0x0f7f692bceb3255e344647aa0088abf08fd5f311",0,0,0,0,0,0,0,0
"84","0x183aec83633dacd2501516a49f436283ee5ad100",0,17.0333333333333,17.0333333333333,17.0333333333333,0,0,0,0
"85","0x1daf42373baf8c483aa8565a8584bc39ff4b58e2",8.51666666666667,8.51666666666667,8.51666666666667,0,0,0,0,0
"86","0x36d00dd95955298e930feacb105dab57990b8b86",0,0,0,0,0,0,0,0
"87","0x466f92bb211d12794b5b0c78438864079e2cbfd5",42.5833333333333,59.6166666666666,59.6166666666666,17.0333333333333,0,0,0,0
"88","0x6d466e9b82deb578a96159a9aa3e03425dfb725f",0,0,0,0,0,0,0,0
"89","0x6dbe1cebf019ac24a1966762097f873d0df25738",0,0,0,0,0,0,0,0
"90","0x7a892e2877fec2fc996560d496fee79707a685af",0,8.51666666666667,8.51666666666667,8.51666666666667,0,0,0,0
"91","0x8b312e24718acf73e7036cfedd20c54d61675f11",0,0,0,0,0,0,0,0
"92","0x9992fc085d5b5fe8c62438d81ffa7903ed8343ad",119.233333333333,170.333333333333,170.333333333333,51.1,0,0,0,0
"93","0xab0211d3c1ee22c9e0c727964318b366517b4658",0,0,0,0,0,0,0,0
"94","0xc4708a97009d5eabd3b06570c0de11061214c80f",42.5833333333333,76.65,76.65,34.0666666666667,0,0,0,0
"95","0xc4cf3cd0f841c6f5affa1b642166d157abd3d5d6",0,0,0,0,0,0,0,0
"96","0xc6b3e413b3f7d2cb67191f806f8dfdb4a9d60ac7",0,17.0333333333333,17.0333333333333,17.0333333333333,0,0,0,0
"97","0xe442145711bf3c56452f0dcc730f3ad65ce230cc",0,0,0,0,0,0,0,0
"98","0xe4de83fdbc4b9352deeab80a1b03a2da99e5a4a4",0,0,0,0,0,0,0,0
"99","0xe7e2d3a9b6bf82efa164441f31dd017b24a21ec0",0,0,0,0,0,0,0,0
"100","0xe9cbe0f9cbee09873b4dcf968a82e3ae6b9e7065",8.51666666666667,17.0333333333333,17.0333333333333,8.51666666666667,0,0,0,0
"101","0x0f4455e082b96fde25ceafc06d5a08d85b14a43a",0,0,0,0,0,0,0,0
"102","0x3c2638dd1f80de379287dc171c27f2b5e56fc533",0,0,0,0,0,0,0,0
"103","0x8a1ea5e919806924042b7e3140faf87ef2024853",0,0,0,0,0,0,0,0
"104","0x8f2ed6e59a27a96277b233eea9a0f0f460ccae31",17.0333333333333,17.0333333333333,17.0333333333333,0,0,0,0,0
"105","0xdb524edbd32517881cdda248fedbf9aee526b38b",0,0,0,0,0,0,0,0
"106","0xf03e063f62fd228cd25c026cfff7f032d7b75aab",0,0,0,0,0,0,0,0
