"","address","amount_token","bonus","total","prize","prize_GLMR","new_vest"
"1","0x0d413542e648034f704394646f5ffb12022fc8d5",10000,4931.5,14931.5,2,51.1,25.55
"2","0x0f4455e082b96fde25ceafc06d5a08d85b14a43a",1000,532.5,1532.5,1,25.55,0
"3","0x0fb437eb9617e62d56ef95181f0c9ba8ea782abd",22506,9133.58125000002,31639.58125,2,51.1,25.55
"4","0x109eaa8e64f3d20f9294b8a563148cf1e3e1b7b5",38653,9900.77999999999,48553.78,3,76.65,51.1
"5","0x1242d7e7c5d3c453fb601a2cc9db06aac832b1ab",3000,1477.5,4477.5,1,25.55,0
"6","0x1261632966f8eb36d7fbb336d3e324ddb3d99b9e",2000,1227.5,3227.5,1,25.55,0
"7","0x13aff8dbeb98a8a90145668883b044c5edcd4d22",30000,250,30250,2,51.1,25.55
"8","0x15870af7a292ad698827182fdd11b083298a9990",20000,5931.4375,25931.4375,1,25.55,0
"9","0x167d8b13698ffd8d6273532cdcbd0747e9f4cbb2",9000,3746.75,12746.75,1,25.55,0
"10","0x1ac8a6d59db3938ddbee19f4ec3ea8a0a771bf6e",24600,7997.52800000003,32597.528,3,76.65,51.1
"11","0x1c496ed78215eac4978f02cca335ff3a358e1f35",18231,6400.45000000002,24631.45,1,25.55,0
"12","0x1daf42373baf8c483aa8565a8584bc39ff4b58e2",6759,2414.125,9173.125,2,51.1,25.55
"13","0x36d00dd95955298e930feacb105dab57990b8b86",3486.04,1564.36044999999,5050.40044999999,1,25.55,0
"14","0x3c2638dd1f80de379287dc171c27f2b5e56fc533",12719,2766.3825,15485.3825,1,25.55,0
"15","0x466f92bb211d12794b5b0c78438864079e2cbfd5",43050,24753.75,67803.75,6,153.3,127.75
"16","0x49d443d89da0712b1d608eeaedef2650ab8b2206",20000,2925,22925,1,25.55,0
"17","0x5da53876a2b37b49ee42c34522c9fced42047658",14847,4842.2475,19689.2475,2,51.1,25.55
"18","0x67fa73cb67a4d961c0d14faf45483899192d8ac3",21813.4,10359.32925,32172.72925,1,25.55,0
"19","0x6d466e9b82deb578a96159a9aa3e03425dfb725f",26493.8,2899.45599999999,29393.256,1,25.55,0
"20","0x6dbe1cebf019ac24a1966762097f873d0df25738",21805.028,10944.93340625,32749.96140625,1,25.55,0
"21","0x7130f38655c04edb772a663b026caa5eaab42598",3000,1695,4695,1,25.55,0
"22","0x7a75f008c92d94761ff156ef54d99133f3054be4",32623,14807.12375,47430.12375,3,76.65,51.1
"23","0x897c3f4be2a39b63267cfa23a1158fb5331cdd12",8936,2092.4675,11028.4675,1,25.55,0
"24","0x8a1ea5e919806924042b7e3140faf87ef2024853",15185,1284.11125000001,16469.11125,1,25.55,0
"25","0x8b312e24718acf73e7036cfedd20c54d61675f11",30259,7716.04499999996,37975.045,1,25.55,0
"26","0x8bb820c251ac194ca770f9f0cdc12b76354e3de6",6930,3810.09999999998,10740.1,1,25.55,0
"27","0x8f2ed6e59a27a96277b233eea9a0f0f460ccae31",37646.52,10646.888325,48293.408325,3,76.65,51.1
"28","0x948104e6c65cbdcf599ffc6cd49181bafd8a446e",20003,9288.55749999997,29291.5575,1,25.55,0
"29","0x96cc80292fa3a7045611eb84ae09df8bd15936d2",4498.283054,2045.79335664,6544.07641064,1,25.55,0
"30","0x98d142a1039ff6384bbc07c6231708e14b24a96d",21282.2,6771.68924999997,28053.88925,1,25.55,0
"31","0x9992fc085d5b5fe8c62438d81ffa7903ed8343ad",165193.8,96052.9737500008,261246.773750001,15,383.25,357.7
"32","0xa36dd9897d3464961d1a7ec39b9fe91b6ade3204",3700,777.75,4477.75,1,25.55,0
"33","0xab5f6b2b24b5e7b8ee5218d534f0ff8cffd88d5c",5100,2958,8058,1,25.55,0
"34","0xc4708a97009d5eabd3b06570c0de11061214c80f",50000,31187.5,81187.5,6,153.3,127.75
"35","0xc4cf3cd0f841c6f5affa1b642166d157abd3d5d6",12000,6840,18840,1,25.55,0
"36","0xd23a9b7eaf27b521880337b19edcf13cb6b26dff",5000,3118.75,8118.75,2,51.1,25.55
"37","0xd4f5685c1a4167420e78f9a406b5e21b5f6a9481",53621,14557.96875,68178.96875,5,127.75,102.2
"38","0xd8de315eb7a00f4155d1ea9eb4eb6888ae715631",51724,24551.272375,76275.272375,8,204.4,178.85
"39","0xd8e3b302b03d739bb94291aca58f006a072425a7",10088,4477.92,14565.92,1,25.55,0
"40","0xdb524edbd32517881cdda248fedbf9aee526b38b",8650.31,2218.5680125,10868.8780125,1,25.55,0
"41","0xe7e2d3a9b6bf82efa164441f31dd017b24a21ec0",5610,1746.0875,7356.0875,1,25.55,0
"42","0xe9cbe0f9cbee09873b4dcf968a82e3ae6b9e7065",33922,19121.7962500001,53043.7962500001,2,51.1,25.55
"43","0xede25f41e2c28708be61b583cc9cb6771e113fbe",78600,22684.0625,101284.0625,4,102.2,76.65
"44","0xf03e063f62fd228cd25c026cfff7f032d7b75aab",8150,1082.055,9232.055,1,25.55,0
"45","0xfc0feae0323c77dfe9861f45436a986f8999ebfb",6350,693.306250000001,7043.30625,2,51.1,25.55
"46","0xfe5563cd4a9528a472584ef49ed66faf4d484856",3534,1084.87125,4618.87125,1,25.55,0
